Job_Title,Job_Category,ISCO_4,ISCO_3,ISCO_2,ISCO_4_name,State,Company_Name,Employer_Category,Date_Posted,Employment_type,Salary,Description,Requirements,Benefits,Work_Type,Job_URL,Job_ID,Scope_Category
Sous Chef,Chefs,3434,343,34,Chefs,Bayern,HOTEL PRINZREGENT,Hotels & Accommodation,2026-06-05,Full-time,,"Sous Chef at Hotel Prinzregent Munich contributing creative ideas to Bavarian cuisine, independently managing a kitchen station, supporting events, deputising for the head chef, and overseeing procurement, cost control, and quality and hygiene standards.",Passionate restaurateur with experience as deputy kitchen manager; strong leadership personality with organisational talent and assertiveness; capable of representing the head chef during absence; service-oriented and guest-focused mindset; commercially minded with willingness to share expertise; fluent German language skills.,"Varied role in a family-run company; autonomous working with opportunity to contribute ideas; respectful management, flat hierarchies, and open working environment; digital time recording; permanent employment contract; internal training opportunities.",On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-Muenchen-HOTEL-PRINZREGENT--8756906-inline.html,job-433,HOSPITALITY
Sous Chef,Chefs,3434,343,34,Chefs,Bayern,Weitblick Gmbh,Catering & Events,2026-06-04,Full-time,,"Sous Chef at Weitblick Catering and Event Location in Munich acting as the right hand of the head chef in menu conception, preparation, and presentation, co-leading an eight-person kitchen team, managing ordering and mise en place, and delivering high-quality results at galas and catering events.","Completed culinary training and several years of professional experience; initial leadership experience and willingness to take responsibility with a strong hands-on mentality; experience or genuine interest in upscale banquet, event, and catering operations; strong organisational skills including ordering management.","Plannable core working hours through lunch operations combined with high-quality event cooking; varied event work during the season including galas, corporate events, and catering; genuine co-creative input rather than purely instruction-based work.",On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-in-exklusiver-Eventlocation-und-Cateringservice-in-Muenchen-Muenchen-Weitblick-Gmbh--11907044-inline.html,job-434,HOSPITALITY
Sous Chef Entremetier,Chefs,3434,343,34,Chefs,Not specified,Gasthof zum Vaas,Restaurants & Food Service,2026-06-02,Full-time,,"Sous Chef (Entremetier) at Gasthof zum Vaas in Forstinning, independently managing and organising a kitchen station, onboarding new staff, ensuring HACCP and quality standards, and supporting kitchen management for smooth daily operations.",Experience as Chef de Partie; very good German language skills; strong communication skills; guest- and service-oriented; ability to work independently; resilience; experience in gastronomy or hotel industry; enjoyment working with guests and colleagues; professionalism and well-groomed appearance.,"Family-run business with heart and long tradition; dynamic management team with an open ear; opportunity to contribute experience and ideas; five-day working week; fixed holiday periods (Easter, summer holidays in August, and Christmas); secure employment.",On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-Entremetier-Forstinning-Gasthof-zum-Vaas--14032140-inline.html,job-435,HOSPITALITY
Sous Chef,Chefs,3434,343,34,Chefs,Bayern,Platzl Hotel,Hotels & Accommodation,2026-06-01,Full-time,,"Sous Chef at AYINGER IN DER AU restaurant within Platzl Hotel Munich, responsible for operational kitchen management, deputising for the head chef, leading and developing the kitchen team from apprentices to Chefs de Partie, and contributing to menu and production process development.","Successfully completed culinary training with several years of experience, ideally in a comparable position; initial leadership experience with enjoyment of developing people; willingness to take responsibility and composure under pressure; structured, organised, and solution-oriented working style.",Unique family atmosphere throughout the company; central Munich location in the Au district with excellent transport connections; individually tailored onboarding; regular development and goal-setting conversations.,On-site,https://www.stepstone.de/stellenangebote--AYINGER-IN-DER-AU-Souschef-m-w-d-Muenchen-Platzl-Hotel--14028328-inline.html,job-436,HOSPITALITY
Sous Chef for Events and Spa Kitchen,Chefs,3434,343,34,Chefs,Bayern,Hotel Bayerischer Hof,Hotels & Accommodation,2026-06-01,Full-time,,"Sous Chef at Hotel Bayerischer Hof Munich overseeing food preparation and production for selected F&B outlets, coordinating orders with the kitchen director, ensuring quality standards across all production areas, supervising staff deployment, and upholding HACCP and food safety regulations.",Completed professional training as a cook; several years of leadership experience in upscale gastronomy; confident German and English language skills; organisational talent and optimal time management; quality and cost awareness; knowledge of food law and regulations (LMHV); entrepreneurial thinking.,Access to sports facilities; holiday and Christmas pay; regular team events and excursions; internal and external training and development opportunities; subsidised staff restaurant; health promotion programs.,On-site,https://www.stepstone.de/stellenangebote--Sous-Chef-fuer-unsere-Event-und-Spakueche-m-w-d-Muenchen-Hotel-Bayerischer-Hof--11422354-inline.html,job-437,HOSPITALITY
Sous Chef Banquet Kitchen,Chefs,3434,343,34,Chefs,Bayern,INFINITY Hotel & Conference Resort Munich,Hotels & Accommodation,2026-05-31,Full-time,,"Sous Chef for the banquet kitchen at INFINITY Hotel & Conference Resort Munich in Unterschleißheim, responsible for quality-conscious food production for restaurants and events, ensuring consistency of dishes, proper food storage, HACCP compliance, and supporting the head chef with administrative tasks and apprentice training.",Successfully completed vocational training as a cook with experience in large-scale kitchen operations; team spirit; passion for the profession; openness to learning new skills; well-groomed appearance and excellent manners; good communication skills in German and English.,Strong team collaboration and respectful working environment at all levels; privately managed hotel with room for individuality and ideas; permanent employment contract as standard; performance-based remuneration; fair working hours.,On-site,https://www.stepstone.de/stellenangebote--Souschef-Bankettkueche-m-w-d-Unterschleissheim-INFINITY-Hotel-Conference-Resort-Munich--14027400-inline.html,job-438,HOSPITALITY
Head Chef,Chefs,3434,343,34,Chefs,Bayern,Bamberger Haus,Catering & Events,2026-06-13,Full-time,,"Head Chef at Bamberger Haus Munich leading a kitchen brigade including three sous chefs, four station cooks, and three apprentices across a range of events from small birthday parties to large weddings with up to 600 guests. Responsibilities include daily operations, new menu development, and cost calculation.","Completed training as a cook with several years of experience in a leadership kitchen role; thorough knowledge of professional kitchen workflows covering both à la carte and event catering; experience in staff management; clear, reliable, and well-organised working style; ability to develop and cost menus.",No split shifts; active participation in company development through flat hierarchies; excellent public transport connections including night services; access to company e-bike fleet.,On-site,https://www.stepstone.de/stellenangebote--Kuechenchef-m-w-d-Chefkoch-Chehkoechin-Kuechenmeister-Chef-de-Cusine-Muenchen-Bamberger-Haus--13779044-inline.html,job-439,HOSPITALITY
Sous Chef,Chefs,3434,343,34,Chefs,Not specified,Dinzler Kaffeerösterei AG,Restaurants & Food Service,2026-06-12,Full-time,,"Sous Chef at Dinzler Kaffeerösterei in Irschenberg contributing to à la carte service, food development, menu co-design, training of apprentices, event concept development, and cost calculation and team leadership, all with a strong focus on fresh produce and quality.","Completed training as a cook, ideally with professional experience; love and passion for fresh products and outstanding quality; creativity and desire to shape the menu; resilience and team spirit; ambition and hands-on mentality.",Regular working hours within a 5-day week with no split shifts; holiday planning one year in advance; time off at Christmas and New Year's Eve; highly attractive above-tariff remuneration with supplements; digital time recording and flexible hours model tailored to individual needs.,On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-Irschenberg-Dinzler-Kaffeeroesterei-AG--13138671-inline.html,job-440,HOSPITALITY
Sous Chef Vecchio Amore,Chefs,3434,343,34,Chefs,Hamburg,Scherer und Nordhaus GmbH,Restaurants & Food Service,2026-06-10,Full-time,,"The Sous Chef works closely with the head chef, deputizing in their absence and overseeing kitchen operations including menu preparation, staff scheduling, and quality and hygiene compliance (HACCP) for banquet and buffet service.",Completed culinary training as a cook in a hotel or restaurant; organizational talent; strong communication skills; sense of responsibility; independent working style.,"Permanent contract, 5-day week, 40-hour week with above-average pay, regulated hours with time tracking, HVV public transport subsidy, staff events (summer party and Christmas party), career development within the restaurant group.",On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-Vecchio-Amore-Hamburg-Scherer-und-Nordhaus-GmbH--13880297-inline.html,job-441,HOSPITALITY
Breakfast Chef,Chefs,3434,343,34,Chefs,Hamburg,Adina Hotel Operations GmbH Adina Apartment Hotel Hamburg Michel,Hotels & Accommodation,2026-06-06,Full-time,,"The Breakfast Chef prepares quality breakfast dishes in line with Adina standards, supports the kitchen leadership and sous chef in daily operations, handles mise en place for current and upcoming shifts, and ensures proper food storage and hygiene.",Experience in the hospitality industry; creative recipe ideas aligned with Adina standards; knowledge of food hygiene and correct storage and labeling practices.,"30 days annual leave, discounts on hotel stays and dining worldwide (including for family and friends), job ticket subsidy, supplementary health insurance, fitness and wellness support, diverse training programs.",On-site,https://www.stepstone.de/stellenangebote--Breakfast-Chef-m-w-d-Hamburg-Adina-Hotel-Operations-GmbH-Adina-Apartment-Hotel-Hamburg-Michel--14055452-inline.html,job-442,HOSPITALITY
