Job_Title,Job_Category,ISCO_4,ISCO_3,ISCO_2,ISCO_4_name,State,Company_Name,Employer_Category,Date_Posted,Employment_type,Salary,Description,Requirements,Benefits,Work_Type,Job_URL,Scope_Category,City,Date_Scraped,German_Level,Licensing_Recognition,Visa_Sponsorship,Relocation_Support,Qualification_Requirements,Years_Experience,Healthcare_Setting,Company_URL,Job_ID,Raw_ID
Nursing Professional - Psychiatry,Nursing Professionals (2221),2221,222,22,Nursing Professionals,Berlin,Vivantes Auguste-Viktoria-Klinikum,Hospitals & Acute Care,2026-06-14,Part-time,,Providing holistic nursing care and support for patients in various psychiatric treatment settings and participating in therapy-oriented interventions.,"Completed vocational training as a Nursing Professional (Generalist, Health and Sick Care, or Geriatric); strong social and communication skills.","Structured induction, TVöD salary, company pension (VBL), digital training opportunities, and parking.",On-site,https://www.stepstone.de/stellenangebote--Pflegefachkraft-Psychiatrie-Berlin-Schoeneberg-Vivantes-Auguste-Viktoria-Klinikum--13912604-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,"zeit: 38,5 Wochenstunden, Teilzeit möglich Entgelt: EG P8 – EG P9 TVöD, je nach Qualifikation und Einsatzbereich Einsatzort: Vivantes Auguste-Viktoria-Klinikum Bereich: Psyc | flegerischen Prozesse im Fachbereich Psychiatrie Das bringen Sie mit Ausbildungsabschluss: Pflegefachfrau / Pflegefachmann / Pflegefachperson, bzw | rentwicklung der pflegerischen Prozesse im Fachbereich Psychiatrie • Ausbildungsabschluss: Pflegefachfrau / Pflegefachmann / Pflegefachperson, bzw",,Mental Health & Rehabilitation,https://www.stepstone.de/cmp/de/vivantes-auguste-viktoria-klinikum-98600/jobs,job-121,120
Registered Nurse in Offender Support,Nursing Professionals (2221),2221,222,22,Nursing Professionals,Berlin,Verein für Berliner Stadtmission,Rehabilitation & Mental Health,2026-06-14,Full-time,,"Support and advisory services for individuals in forensic psychiatric care, including documentation and participation in clinical visits.",Successfully completed vocational training in nursing; psychiatric experience preferred; alignment with the mission of the Berlin City Mission.,"30 days holiday, supervision, collective agreement pay (TV EKBO) with special annual payments, and child allowance.",On-site,https://www.stepstone.de/stellenangebote--Kranken-und-Gesundheitspfleger-in-in-der-Straffaelligenhilfe-m-w-d-Berlin-Verein-fuer-Berliner-Stadtmission--14023669-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,"enten, wie durch das KMV definiert Ihr Profil - Eine erfolgreich abgeschlossene Berufsausbildung - Engagierte, aufgeschlossene Persönlichkeit mit kreativen Fähigkeiten - Ideen | ür die Patienten, wie durch das KMV definiert - Eine erfolgreich abgeschlossene Berufsausbildung - Engagierte, aufgeschlossene Persönlichkeit mit kreativen Fähigkeiten - Ideen",,Mental Health & Rehabilitation,,job-122,121
Nursing Professional for Dialysis,Nursing Professionals (2221),2221,222,22,Nursing Professionals,Brandenburg,Diaverum MVZ Am Neuen Garten GmbH,Outpatient & Ambulatory Care,2026-06-14,Part-time,,"Specialized care for dialysis patients including planning, implementation, and documentation of nursing care.","Completed training as a Nursing Professional, Geriatric Nurse, or Medical Assistant; reliability and team spirit.","Permanent employment, family-friendly hours with no night shifts or Sunday work, and a supportive team environment.",On-site,https://www.stepstone.de/stellenangebote--Pflegefachkraft-m-w-d-fuer-die-Dialyse-in-Voll-oder-Teilzeit-Pflegefachmann-frau-Gesundheits-und-Kinderkrankenpflege-Potsdam-Diaverum-MVZ-Am-Neuen-Garten-GmbH--14023331-inline.html,HEALTHCARE,Potsdam,2026-06-19,,,,,"nnen und Angehörige, Ärzt*innen und Kolleg*innen WAS WIR UNS VON DIR WÜNSCHEN - Abgeschlossene Ausbildung zur/zum Pflegefachkraft bzw | prechpartner*in für Patient*innen und Angehörige, Ärzt*innen und Kolleg*innen - Abgeschlossene Ausbildung zur/zum Pflegefachkraft bzw",,Residential & Long-Term Care,,job-123,122
Healthcare and Nursing Assistant,Health Care Assistants (5321),5321,532,53,Health Care Assistants,Berlin,Paulinen Service Gesellschaft mbH,Staffing Agencies & Other,2026-06-14,Full-time,,"Carrying out basic nursing care, monitoring vital signs, and performing prophylactic measures under supervision.",One-year or 18-month training as a nursing assistant or a basic nursing course; German B2 level proficiency.,"Public transport subsidy, free Shiatsu massages, 30 days holiday, and family-friendly scheduling.",On-site,https://www.stepstone.de/stellenangebote--Gesundheits-und-Pflegeassistent-Pflegefachassistent-m-w-d-Pflegeassistent-in-Gesundheits-und-Krankenpflege-Berlin-Paulinen-Service-Gesellschaft-mbH--14023106-inline.html,HEALTHCARE,Berlin,2026-06-19,B2,,,,monatige abgeschlossene Ausbildung zum Gesundheits- und Krankenpflegehelfer/Pflegefachassistent oder ein Pflegebas,,Other Healthcare Providers,,job-124,123
Oncology Nursing Professional or Medical Assistant,Nursing Professionals (2221),2221,222,22,Nursing Professionals,Berlin,Doceins MVZ Mitteldeutschland GmbH,Medical Services & Industry,2026-06-14,Full-time,,"Specialized oncology care including administering chemotherapy and infusions, and assisting with medical punctures.",Completed training as a Nurse or Medical Assistant plus a 120-hour oncology specialization certificate.,"31 days holiday, permanent contract, no shift or weekend work, and bicycle leasing.",On-site,https://www.stepstone.de/stellenangebote--Gesundheits-und-Krankenpfleger-Pflegefachkraft-MFA-m-w-d-Onkologie-mit-Fachweiterbildung-Berlin-Doceins-MVZ-Mitteldeutschland-GmbH--14086389-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,terentwicklung und Optimierung von Praxisprozessen Das sollten Sie mitbringen - Abgeschlossene Ausbildung als Gesundheits- und Krankenpfleger/in oder Medizinischer Fachangestellte/r (m/ | von Abläufen sowie der Weiterentwicklung und Optimierung von Praxisprozessen - Abgeschlossene Ausbildung als Gesundheits- und Krankenpfleger/in oder Medizinischer Fachangestellte/r (m/,,Medical & Dental Practices,,job-125,124
Nursing Professional for Ambulatory Care,Nursing Professionals (2221),2221,222,22,Nursing Professionals,Berlin,For Your Care UG (haftungsbeschränkt),Outpatient & Ambulatory Care,2026-06-14,Part-time,,"Providing high-quality home-based nursing and medical treatments, including care planning and advising relatives.",Completed training as a Nursing Professional or Geriatric Nurse; ambulatory care experience is an advantage.,"Secure workplace, performance-related pay, flexible working models, and modern digital documentation tools.",On-site,https://www.stepstone.de/stellenangebote--Pflegefachkraft-Gesundheits-und-Krankenpflege-Altenpflege-Pflegefachfrau-mann-Pflegefachmann-frau-Altenpflege-Berlin-For-Your-Care-UG-haftungsbeschraenkt--14086435-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,"- Einhaltung von Hygiene-, Qualitäts- und Sicherheitsstandards Anforderungen / Qualifikationen: - Abgeschlossene Ausbildung als Pflegefachkraft (z | Kostenträgern - Einhaltung von Hygiene-, Qualitäts- und Sicherheitsstandards - Abgeschlossene Ausbildung als Pflegefachkraft (z",,Residential & Long-Term Care,,job-126,125
Orthodontic Dental Assistant,Dental Assistants and Therapists (3251),3251,325,32,Dental Assistants and Therapists,Brandenburg,Kieferorthopädie Ludwigsfelde MVZ GmbH,Outpatient & Ambulatory Care,2026-06-14,Part-time,,"Assisting with orthodontic treatments, preparing rooms, managing X-rays, and patient documentation.",Advanced knowledge in patient administration and orthodontic treatment assistance.,"Full or part-time options, modern digital practice environment, and convenient location.",On-site,https://www.stepstone.de/stellenangebote--ZFA-m-w-d-fuer-die-Kieferorthopaedie-gesucht-Ludwigsfelde-Kieferorthopaedie-Ludwigsfelde-MVZ-GmbH--14021031-inline.html,HEALTHCARE,Ludwigsfelde,2026-06-19,,,,,,,Mental Health & Rehabilitation,,job-127,126
Nursing Professional for Intensive Home Care,Nursing Professionals (2221),2221,222,22,Nursing Professionals,Berlin,AIK Ambulante Intensiv Krankenpflege GmbH,Outpatient & Ambulatory Care,2026-06-14,Full-time,,Specialized 1:1 intensive care and vital function monitoring for patients in their domestic environment.,"Completed training in general, geriatric, or pediatric nursing; willingness to work 12-hour shifts.","Uncapped permanent contract, night and holiday bonuses, and extensive professional development.",On-site,https://www.stepstone.de/stellenangebote--Pflegefachkraft-gesucht-Pflegefachmann-frau-Gesundheits-und-Kinderkrankenpflege-Berlin-AIK-Ambulante-Intensiv-Krankenpflege-GmbH--13765262-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,"kontinuierlichen Verbesserung unserer Pflegeleistungen Ihr Profil Ihr Profil:- Abgeschlossene Ausbildung in der Gesundheits- und Krankenpflege, Altenpflege oder Kinderkrankenpflege - I | ldungen zur kontinuierlichen Verbesserung unserer Pflegeleistungen Ihr Profil:- Abgeschlossene Ausbildung in der Gesundheits- und Krankenpflege, Altenpflege oder Kinderkrankenpflege - I",,Residential & Long-Term Care,,job-128,127
Nursing Professional for Geriatric Care,Nursing Professionals (2221),2221,222,22,Nursing Professionals,Berlin,Asmen Ambulanter Pflegedienst GmbH,Outpatient & Ambulatory Care,2026-06-14,Full-time,,Determining care needs and implementing nursing goals while providing guidance to care assistants and students.,Completed training as a Nurse or Geriatric Nurse; sufficient German and preferably Turkish language skills.,Not specified,On-site,https://www.stepstone.de/stellenangebote--Pflegefachkraft-Pflegefachmann-frau-Altenpflege-Berlin-Asmen-Ambulanter-Pflegedienst-GmbH--13765429-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,ung an Beteiligen Sie sich unter Einhaltung von Qualitätsstandards Ihr Profil - Abgeschlossene Ausbildung als Krankenschwester/-pfleger oder als Gesundheits- und Krankenpfleger oder Alt | g und Beratung an Beteiligen Sie sich unter Einhaltung von Qualitätsstandards - Abgeschlossene Ausbildung als Krankenschwester/-pfleger oder als Gesundheits- und Krankenpfleger oder Alt,,Residential & Long-Term Care,,job-129,128
Pension Subsidy Specialist,Other/Non-Healthcare (9999),9999,999,99,Other/Non-Healthcare,Not specified,Aeiforia GmbH,Staffing Agencies & Other,2026-06-14,Full-time,,Managing pension subsidies and communicating with the central allowance office for retirement assets.,Minimum 3 years experience in pension management; qualified insurance or bank clerk.,"Attractive salary, nationwide home office options, and extensive social benefits.",Remote,https://www.stepstone.de/stellenangebote--Spezialist-Riester-Rente-Zulagenverwaltung-ZfA-m-w-d-Montabaur-Karlsruhe-Berlin-Hamburg-Muenchen-Leipzig-Koeln-Dresden-Hannover-Bremen-Aeiforia-GmbH--13017045-inline.html,HEALTHCARE,Montabaur,2026-06-19,C1,,,,"Sie haben eine abgeschlossene Ausbildung als Kaufmann/-frau für Versicherungen und Finanzen, Bankkaufmann/-frau oder ein | e vergleichbare Qualifikation | Idealerweise bringen Sie eine Zusatzqualifikation, z",3 years,Other Healthcare Providers,https://www.stepstone.de/cmp/de/aeiforia-gmbh-202485/jobs,job-130,129
Nursing Professional for Ambulatory Care,Nursing Professionals (2221),2221,222,22,Nursing Professionals,Berlin,DTP GMBH DEUTSCH-TÜRKISCHER PFLEGEDIENST,Outpatient & Ambulatory Care,2026-06-14,Full-time,,"Providing individual and activating care, managing medication, and maintaining contact with doctors and relatives.",Completed vocational training in geriatric or general nursing; empathy and sense of responsibility.,"Further education opportunities, attractive compensation, and company pension.",On-site,https://www.stepstone.de/stellenangebote--Pflegefachkraft-m-w-d-ambulante-Pflege-Berlin-DTP-GMBH-DEUTSCH-TUERKISCHER-PFLEGEDIENST--14087163-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,Einleitung Für unseren ambulanten Pflegedienst suchen wir examinierte Pflegefachkräfte zum sofortigen Zeitpunkt | g und Förderung von Pflegehilskräften Ihr Profil Wir wünschen unsabgeschlossene Berufsausbildung in der Alten- bzw | en Anleitung und Förderung von Pflegehilskräften Wir wünschen unsabgeschlossene Berufsausbildung in der Alten- bzw,,Residential & Long-Term Care,,job-131,130
Educator for Youth Residential Groups,Other/Non-Healthcare (9999),9999,999,99,Other/Non-Healthcare,Not specified,Diakonie Jugend- & Familienhilfe Simeon gGmbH Kinder- und Jugendhilfeverbund Region Nord,Long-term Care & Social Services,2026-06-14,Full-time,,Supporting young people in residential groups to develop independence through daily support and leisure activities.,"State-recognized Educator, Childhood Pedagogue, or Youth Worker qualification.","Unbefristet contract, starting salary up to €3,892, and bonuses for night/weekend work.",On-site,https://www.stepstone.de/stellenangebote--Erzieherin-fuer-Jugendwohngruppen-in-Reinickendorf-100-Stellenanteil-ab-sofort-unbefristet-Bezirk-Reinickendorf-Berlin-Deutschland-Diakonie-Jugend-Familienhilfe-Simeon-gGmbH-Kinder-und-Jugendhilfeverbund-Region-Nord--13764934-inline.html,HEALTHCARE,Bezirk Reinickendorf,2026-06-19,,,,,"ktvoller Umgang wichtig? Dann sind Sie bei uns genau richtig! Sie bringen einen Abschluss als Staatlich anerkannte*r Erzieher*in, Kindheitspädagoge*in oder Jugend- und H | • Sie bringen einen Abschluss als Staatlich anerkannte*r Erzieher*in, Kindheitspädagoge*in oder Jugend- und Heimerzieher*in mit",,Other Healthcare Providers,,job-132,131
Medical Assistant in Dermatology Practice,Medical Assistants (3256),3256,325,32,Medical Assistants,Brandenburg,Dr.med. Linda Duhn,Outpatient & Ambulatory Care,2026-06-14,Part-time,,"Handling patient reception, appointment management, and assisting in dermatological examinations.","Medical vocational training; must be organized, empathetic, and a team player.",Full or part-time options and salary based on the MFA collective agreement.,On-site,https://www.stepstone.de/stellenangebote--Medizinische-r-Fachangestellte-r-m-w-d-in-einer-Hautarztpraxis-in-Bernau-bei-Berlin-Bernau-bei-Berlin-Dr-med-Linda-Duhn--14021046-inline.html,HEALTHCARE,Bernau bei Berlin,2026-06-19,,,,,"Ihr Profil Sie sollten eine medizinische Berufsausbildung haben, organisiert, empathisch und teamfähig sein | Behandlungsräumen sowie Instrumentensterilisation Sie sollten eine medizinische Berufsausbildung haben, organisiert, empathisch und teamfähig sein",,Mental Health & Rehabilitation,,job-133,132
Care Assistant for Home Care,Home-Based Personal Care Workers (5322),5322,532,53,Home-based Personal Care Workers,Berlin,aroCare ambulante Intensivpflege GmbH,Outpatient & Ambulatory Care,2026-06-14,Part-time,,Assisting qualified nurses with basic care and daily support for patients in a home setting.,Completed basic nursing course (Pflegebasiskurs) and a valid driver's license.,"Digital work tools, company events, and the security of a permanent position.",On-site,https://www.stepstone.de/stellenangebote--Pflegekraft-ambulante-Hauskrankenpflege-in-Teilzeit-Berlin-aroCare-ambulante-Intensivpflege-GmbH--13965235-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,Aufgaben: - Grundpflege und Betreuung der Patient:innen sowie Unterstützung des examinierten Pflegepersonals - Dokumentation und Beobachtung des Patient:innenwohls - Weit | - Grundpflege und Betreuung der Patient:innen sowie Unterstützung des examinierten Pflegepersonals - Dokumentation und Beobachtung des Patient:innenwohls - Weit,,Residential & Long-Term Care,,job-134,133
Intensive Care Nursing Professional 1:1,Nursing Professionals (2221),2221,222,22,Nursing Professionals,Berlin,aroCare ambulante Intensivpflege GmbH,Outpatient & Ambulatory Care,2026-06-14,Full-time,,Dedicated 1:1 intensive care including ventilator monitoring and management of invasive accesses.,Qualification as a Nurse or Geriatric Nurse; proficient in basic and clinical treatment nursing.,"Unbefristet contract, 1:1 patient ratio, paid breaks, and competitive shift bonuses.",On-site,https://www.stepstone.de/stellenangebote--Pflegefachkraft-m-w-d-1-1-Intensivpflege-Pflegefachmann-frau-Altenpflege-Berlin-aroCare-ambulante-Intensivpflege-GmbH--14023357-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,,,Residential & Long-Term Care,,job-135,134
Medical Assistant for Telephone Support,Medical Assistants (3256),3256,325,32,Medical Assistants,Berlin,Freundeskreis der Charité e.V.,Hospitals & Acute Care,2026-06-14,Part-time,,Coordinating patient appointments and managing inquiries via telephone and email for a clinical facility.,Completed vocational training as a Medical Assistant (MFA); excellent German and PC skills.,"Structured onboarding, employee shopping discounts, and company pension.",On-site,https://www.stepstone.de/stellenangebote--Medizinische-Fachassistentin-Medizinischer-Fachassistent-m-w-d-Telefonischer-Support-Charite-Berlin-Freundeskreis-der-Charite-e-V--13053342-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,"Patientinnen und Patienten, durch freundlichen und professionellen Service Ihre Qualifikationen Abgeschlossene Berufsausbildung als Medizinische Fachangestellte / Medizinisc | und Patienten, durch freundlichen und professionellen Service • Abgeschlossene Berufsausbildung als Medizinische Fachangestellte / Medizinischer Fachangestellter",,Other Healthcare Providers,,job-136,135
Nursing Professional,Nursing Professionals (2221),2221,222,22,Nursing Professionals,Not specified,Heidacare GmbH,Staffing Agencies & Other,2026-06-14,Part-time,,Implementation of nursing concepts and delivery of basic and clinical care across various facilities.,Completed vocational nursing training; flexibility for regional or national assignments.,"Starting salary from €23.50 per hour, flat hierarchies, and support for further training.",On-site,https://www.stepstone.de/stellenangebote--Pflegefachkraft-m-w-d-zur-Verstaerkung-gesucht-Mittenwalde-Heidacare-GmbH--14151337-inline.html,HEALTHCARE,Mittenwalde,2026-06-19,,,,,"tzung des Pflegekonzepts / -Standards Führen der Pflegedokumentation Ihr Profil Abgeschlossene Ausbildung als Fachkraft im Pflegebereich Freundliche, zuverlässige und motivierte Arbeits | je Qualifikation Arbeitskleidung und Dokumentationsmöglichkeiten Flache Hierarchien in einem jun | • Führen der Pflegedokumentation • Abgeschlossene Ausbildung als Fachkraft im Pflegebereich",,Other Healthcare Providers,,job-137,136
Nursing Professional for Agency Work,Nursing Professionals (2221),2221,222,22,Nursing Professionals,Berlin,L.E.M. Management & Consulting GmbH,Staffing Agencies & Other,2026-06-14,Part-time,,Professional nursing care across different locations including hospitals and nursing homes through temporary staffing.,Three-year qualification in nursing or geriatric care; high levels of empathy and commitment.,"Salary up to €4800, 30 days holiday, holiday/Christmas bonuses, and a Germany-wide transport ticket.",On-site,https://www.stepstone.de/stellenangebote--Pflegefachkraft-fuer-Arbeitnehmerueberlassung-m-w-d-Pflegefachmann-frau-Altenpflege-Berlin-L-E-M-Management-Consulting-GmbH--13765532-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,,,Residential & Long-Term Care,,job-138,137
